"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS007151","MOKPD0000PRPO","Kansas City","Jackson County","MO","Kansas City Police Department","Police","The Kansas City Police Department started using predictive policing software in 2015.","Municipal","Predictive Policing","","","https://www.kshb.com/news/local/kcpd-crime-fighting-strategy-sees-success-in-first-year","","KSHB","","4/29/2020","https://www.nytimes.com/2015/09/25/us/police-program-aims-to-pinpoint-those-most-likely-to-commit-crimes.html","","The New York Times","","09/25/2015","","","","","",""
"AOS007152","KY0568000PRPO","Louisville","Jefferson County","KY","Louisville Metro Police Department","Police","The Louisville Metro Police Department has used predictive policing technology since 2016.","Municipal","Predictive Policing","","","https://louisvilleky.gov/government/mayor-greg-fischer/strategic-plan/7-predictive-policing","","LouisvilleKY.gov","","2016","https://www.wave3.com/story/33150410/hundreds-of-crime-prevention-experts-converge-on-louisville/?platform=hootsuite","","Wave 3 News","","9/21/0206","","","","","",""
"AOS007153","MOMHP0000PRPO","Jefferson City","Cole County","MO","Missouri State Highway Patrol","Police","The Missouri State Highway Patrol uses predictive policing software.","Statewide","Predictive Policing","","","https://www.modot.org/using-predictive-analytics-enforcement-and-winter-operations-resources","","Missouri Department of Transportation","","","https://www.mshp.dps.missouri.gov/MSHPWeb/Publications/OtherPublications/documents/2018AnnualReport.pdf","","Missouri State Highway Patrol Annual Report","","2018","","","","","",""
"AOS007154","NJ0200900PRPO","Linden","Union County","NJ","Linden Police Department","Police","The Linden Police Department has used CivicScape, a predictive policing software, since 2017.","Municipal","Predictive Policing","","CivicScape","https://www.conncoll.edu/news/cc-magazine/past-issues/2017-issues/fall-2017/the-ai-police/","","Connecticut College Magazine","","","https://cdn.MuckRock.com/foia_files/2019/01/04/doc00224620190104153052.pdf","","MuckRock","","01/04/2019","","","","","",""
"AOS007155","GA0447200BWC","Brookhaven","DeKalb County","GA","Brookhaven Police Department","Police","The Brookhaven Police Department began using body-worn cameras in 2016. The initial 60 cameras cost $300,000.","Municipal","Body-worn Cameras","","","https://patch.com/georgia/brookhaven/brookhaven-police-getting-body-cameras","","Patch","","8/10/2016","https://www.facebook.com/BrookhavenPD/photos/a.667475283281650/4019540491408429","","Brookhaven Police Department","","8/26/2020","","","","","",""
"AOS007156","XX0000371BWC","Canadaigua","Ontario County","NY","Canandaigua Police Department","Police","The Canandaigua Police Department uses body-worn cameras.","Municipal","Body-worn Cameras","","","https://www.canandaiguanewyork.gov/vertical/sites/%7BA388F052-E1B1-4CA4-8527-A8BB46320BB9%7D/uploads/400_Use_of_Force.pdf","","Canandaigua Police Department","","2/4/2010","https://www.facebook.com/Canandaigua-Police-Department-193746130666315/photos/a.224053627635565/4695538700487013","","Canandaigua Police Department Facebook","","8/10/2020","","","","","",""
"AOS007158","FL0130700BWC","Miami Beach","Miami-Dade County","FL","Miami Beach Police Department","Police","The Miami Beach Police Department has been using body-worn cameras since 2014.","Municipal","Body-worn Cameras","","Axon","https://investor.axon.com/press-releases/press-release-details/2014/Police-Forces-From-New-Orleans-Norfolk-Savannah-and-Miami-Beach-Choose-TASERs-AXON-and-EVIDENCEcom-Solution/default.aspx","","Axon","","11/5/2014","https://www.facebook.com/MiamiBeachPD/photos/a.253547658812/10156887743973813","","Miami Beach Police Facebook","","8/1/2019","http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx","","Florida Department of Law Enforcement","","2019",""
"AOS007159","CA0210600BWC","Novato","Marin County","CA","Novato Police Department","Police","Novato Police Department began using 45 body-worn cameras in 2014.","Municipal","Body-worn Cameras","","VIEVU","https://patch.com/california/novato/novato-police-to-be-outfitted-with-body-worn-cameras","","Patch","","3/26/2014","https://www.facebook.com/NovatoPolice/photos/a.938546969509143/3469928979704250","","Novato Police Department Facebook","","8/21/20","","","","","",""
"AOS007160","TX2260100BWC","San Angelo","Tom Green County","TX","San Angelo Police Department","Police","The San Angelo Police Department announced plans to roll out body-worn cameras for all officers in 2019.","Municipal","Body-worn Cameras","","","https://sanangelolive.com/news/business/2019-09-04/police-want-16-million-body-cameras-other-equipment-citys-fy-2019-budget","","San Angelo Live","","9/4/2019","https://www.facebook.com/SanAngeloPoliceDepartment/photos/a.10151887321862556/10158216574887556","","San Angelo Police Department Facebook","","5/5/2020","","","","","",""
"AOS007161","TX0611100BWC","Denton","Denton County","TX","University of North Texas Police Department","Police","The University of North Texas, Denton Police Department had body-worn cameras as recently as October 2018.","University","Body-worn Cameras","","","https://dentonrc.com/news/unt-police-release-footage-in-arrest-of-black-man/article_9f793c6a-5a67-501d-bb3b-6820b965d678.html","","Denton Record Chronicles","","6/3/2020","https://www.facebook.com/UNTPolice/photos/a.309296212451487/1897627846951641","","UNT Denton Police Department Facebook","","10/26/2020","","","","","",""
"AOS007163","FL0131100BWC","Doral","Miami-Dade County","FL","Doral Police Department","Police","The Doral Police Department have used body-worn cameras since January 4, 2016.","Municipal","Body-worn Cameras","","","https://www.cityofdoral.com/police/body-worn-cameras-program/","","Government Agency","","1/4/2016","","","","","","","","","","",""
"AOS007164","NC0320100PRPO","Durham","Durham County","NC","Durham Police Department","Police","The Durham Police Department has used predictive policing software since at least 2016.","Municipal","Predictive Policing","","","https://durhamnc.gov/DocumentCenter/View/12548/IACP-Report?bidId=","","Durham Police Department","","9/1/2016","","","","","","","","","","",""
"AOS007165","TXDPD0000PRPO","Dallas","Dallas County","TX","Dallas Police Department","Police","The Dallas Police Department's Intelligence Led Policing Division uses predictive policing software.","Municipal","Predictive Policing","","Compstat","https://www.dallaspolice.net/Shared%20Documents/violent-crime-reduction-plan.pdf","","Dallas Police Department","","","","","","","","","","","","",""
"AOS007166","AZ0072900PRPO","Tempe","Maricopa County","AZ","Tempe Police Department","Police","The Tempe Police Department uses predictive policing software.","Municipal","Predictive Policing","","","https://www.tempe.gov/government/police/crime-statistics-reports/crime-analysis-unit","","Tempe Police Department","","","","","","","","","","","","",""
"AOS007167","AL0010200PRPO","Birmingham","Jefferson County","AL","Birmingham Police Department","Police","The Birmingham Police Department uses PredPol (now Geolitica) predictive policing software.","Municipal","Predictive Policing","","Geolitica","https://www.wbrc.com/2019/12/23/city-leaders-turn-data-predict-reduce-crime/","","WBRC","","12/23/2019","","","","","","","","","","",""
"AOS007168","MO0950000PRPO","Clayton","St. Louis County","MO","St. Louis County Police Department","Police","The St. Louis County Police Department started using Hunchlab (now Shotspotter Connect) predictive policing software in 2015.","County","Predictive Policing","","Shotspotter","https://ktrs.com/st-louis-county-police-department-implements-predictive-policing-service/","","KRTS","","12/15/2015","","","","","","","","","","",""
"AOS007169","OK0660100PRPO","Claremore","Rogers County","OK","Claremore Police Department","Police","The Claremore Police Department started using predictive policing software in 2016.","Municipal","Predictive Policing","","","https://www.fox23.com/news/claremore-turns-to-predictive-policing-to-combat-crime/458464365/","","Fox 23 News","","10/18/2016","","","","","","","","","","",""
"AOS007170","KS0400100PRPO","Newton","Harvey County","KS","Newton Police Department","Police","The Newton Police Department uses predictive policing software.","Municipal","Predictive Policing","","","https://www.kansas.com/news/local/crime/article49607525.html","","The Wichita Eagle","","12/13/2015","","","","","","","","","","",""
"AOS007171","TX1020200PRPO","Marshall","Harrison County","TX","Marshall Police Department","Police","The Marshall Police Department has used its Compstat system for predictive policing software since 2017.","Municipal","Predictive Policing","","","https://www.ksla.com/story/34227386/marshall-tx-pd-implements-predictive-policing-system-to-combat-crime/","","KSLA","","1/10/2017","","","","","","","","","","",""
"AOS007172","CO0180100PRPO","Castle Rock","Douglas County","CO","Castle Rock Police Department","Police","The Castle Rock Police Department uses predictive policing software.","Municipal","Predictive Policing","","","https://www.policeone.com/police-products/police-technology/software/cad/articles/how-one-colorado-police-department-uses-connected-software-solutions-to-expand-capabilities-SNDWzUmaELGZzMrN/","","Police One","","3/20/2020","","","","","","","","","","",""
"AOS007173","NJ0010200PRPO","Atlantic City","Atlantic County","NJ","Atlantic City Police Department","Police","The Atlantic City Police Department uses predictive policing software.","Municipal","Predictive Policing","","","https://pressofatlanticcity.com/news/press/atlantic_city/so-what-s-behind-the-drop-in-crime-in-atlantic/article_c521a517-eff9-5a44-a34c-02438d794bfa.html","","The Press of Atlantic City","","11/18/2018","","","","","","","","","","",""
"AOS007174","INISP0000PRPO","Indianapolis","Marion County","IN","Indiana State Poilce","Police","The Indiana State Police uses predictive policing software.","Statewide","Predictive Policing","","","https://statescoop.com/indiana-state-police-unveil-daily-crash-prediction-map/","","State Scoop","","11/16/2016","","","","","","","","","","",""
"AOS007175","TX0940300BWC","Seguin","Guadalupe County","TX","Seguin Police Department","Police","The Seguin Police Department purchased new body-worn cameras in 2019.","Municipal","Body-worn Cameras","","WatchGuard","https://seguintoday.com/2019/10/14/upgraded-dash-cams-body-cameras-now-among-the-newest-tools-in-fighting-crime/","","Seguin Today","","10/14/2019","","","","","","","","","","",""
"AOS007176","TX2250000BWC","Mount Pleasant","Titus County","TX","Titus County Sheriff's Office","Sheriff","The Titus County Sheriff’s Office have used body-worn cameras since 2009. Deputies upgraded to Wolfcom- brand cameras in 2015.","County","Body-worn Cameras","","Wolfcom","http://bodycamerareviews.com/texas-titus-co-so-choose-wolfcom-body-cameras/","","Police Body Camera Review","","5/13/2015","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020",""
"AOS007177","PA0061400PRPO","Reading","Berks County","PA","Reading Police Department","Police","The Reading Police Department started using PredPol (now Geolitica) predictive policing software in 2013.","Municipal","Predictive Policing","","Geolitica","https://www.readingpa.gov/content/new-predictive-policing-strategies-reading-reducing-crime-increasing-community-engagement","","Reading Pennsylvania","","","","","","","","","","","","",""
