YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,,Average Annual Number,6,6,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Age-adjusted Rate,13.7,13.7,,,13.2,14.3,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,2.4,2.4,,,1.7,3.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Age-adjusted Rate,110.6,110.6,,,108.5,112.7,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,,Average Annual Number,27,27,,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,539.7,539.7,,,535.1,544.5,Gender,Male
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,1096.6,1096.6,,,1017,1176.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,498.2,498.2,,,495,501.4,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,8.3,8.3,,,7,9.9,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",,"per 100,000",Average Annual Age-adjusted Rate,7.6,7.6,,,5.6,10,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,525,525,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,3.6,3.6,,,2.8,4.6,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,2.8,2.8,,,2.6,3,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Age-adjusted Rate,113.7,113.7,,,102.5,125.7,Race/Ethnicity,Hispanic
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,828.4,828.4,,,808,848.8,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,,Average Annual Number,878,878,,,,,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,569,569,,,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Age-adjusted Rate,118.1,118.1,,,109.2,127.5,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,,Average Annual Number,44,44,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,,Average Annual Number,10,10,,,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,2477,2477,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,,Average Annual Number,451,451,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Age-adjusted Rate,98.8,98.8,,,84.7,114.5,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,4.5,4.5,,,4,4.9,Gender,Male
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,226.7,226.7,,,223.7,229.8,Gender,Male
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,564.5,564.5,,,560.5,568.6,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,,Average Annual Number,26,26,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,"per 100,000",Average Annual Age-adjusted Rate,2.9,2.9,,,2.6,3.2,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,"per 100,000",Average Annual Crude Rate,28.4,28.4,,,24.8,32.4,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Crude Rate,22,22,,,20.9,23.2,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,,Average Annual Number,45,45,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,482.1,482.1,,,478.7,485.4,Race/Ethnicity,"White, non-Hispanic"
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,60,60,,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,,Average Annual Number,418,418,,,,,Gender,Male
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,219,219,,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,"per 100,000",Average Annual Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,"per 100,000",Average Annual Age-adjusted Rate,23.5,23.5,,,22.5,24.5,Race/Ethnicity,"White, non-Hispanic"
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,650.2,650.2,,,627.7,672.7,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,107.5,107.5,,,100.4,114.9,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,38,38,,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,,Average Annual Number,13,13,,,,,Race/Ethnicity,Hispanic
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,8088,8088,,,,,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,157.6,157.6,,,155.3,159.9,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,,Average Annual Number,47,47,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,"per 100,000",Average Annual Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,375.6,375.6,,,315.2,436,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",,,Average Annual Number,5,5,,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,495.1,495.1,,,492.1,498.2,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Crude Rate,77.4,77.4,,,72,83.1,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,41.7,41.7,,,40.8,42.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,380.2,380.2,,,290.1,489.4,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,38.3,38.3,,,37.2,39.5,Gender,Female
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,493,493,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,228.2,228.2,,,214.2,242.8,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,14.9,14.9,,,14.3,15.4,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Crude Rate,22.6,22.6,,,19.4,26.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,OK,Oklahoma,Current Population Survey,Overarching Conditions,Poverty among women aged 18-44 years,,%,Crude Prevalence,41.8,41.8,,,,,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,4285,4285,,,,,Gender,Male
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Age-adjusted Rate,14,14,,,9,20.3,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Age-adjusted Rate,101,101,,,98.8,103.2,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,36.7,36.7,,,33.9,39.6,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",,,Average Annual Number,174,174,,,,,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,64.1,64.1,,,59.8,68.6,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Crude Rate,120,120,,,117.8,122.2,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Age-adjusted Rate,10.2,10.2,,,8.5,12.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,729,729,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,51.8,51.8,,,42.6,62.2,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,525.4,525.4,,,512,539,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,,Average Annual Number,59,59,,,,,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,105.9,105.9,,,96.8,115.5,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,4.8,4.8,,,4.3,5.2,Gender,Male
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Age-adjusted Rate,206.1,206.1,,,193,219.7,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,3.2,3.2,,,2.9,3.4,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,152.4,152.4,,,149.5,155.4,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,1.3,1.3,,,1.1,1.5,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,50.7,50.7,,,49.2,52.1,Gender,Male
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,476.7,476.7,,,472.4,481.1,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",,"per 100,000",Average Annual Age-adjusted Rate,9.3,9.3,,,8.7,9.9,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,2,2,,,1.4,2.7,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,131.5,131.5,,,126.5,136.7,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,"per 100,000",Average Annual Crude Rate,140.3,140.3,,,132.1,148.8,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,227.6,227.6,,,224.4,230.7,Gender,Male
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,"per 100,000",Average Annual Crude Rate,3.5,3.5,,,2.4,5.1,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Age-adjusted Rate,19.6,19.6,,,18.6,20.6,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,7968,7968,,,,,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Age-adjusted Rate,6.9,6.9,,,4,10.8,Race/Ethnicity,Asian or Pacific Islander
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,4884,4884,,,,,Gender,Male
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,,Average Annual Number,6,6,,,,,Race/Ethnicity,Hispanic
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,1031.8,1031.8,,,1002.9,1060.8,Gender,Male
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,202,202,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,1.6,1.6,,,1.4,1.9,Gender,Female
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,837.2,837.2,,,818.9,855.4,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,,Average Annual Number,1746,1746,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,,Average Annual Number,30,30,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,10568,10568,,,,,Gender,Male
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,,Average Annual Number,153,153,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,65.4,65.4,,,58,73.4,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,17.6,17.6,,,16.9,18.3,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,6768,6768,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,8.3,8.3,,,7.7,8.9,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Crude Rate,30.2,30.2,,,25.3,35.8,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Crude Rate,10.9,10.9,,,9,13.2,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,,Average Annual Number,22,22,,,,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,208.8,208.8,,,206.7,210.8,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,,Average Annual Number,120,120,,,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,623.6,623.6,,,610.2,637.2,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,2.9,2.9,,,2,3.9,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,"per 100,000",Average Annual Age-adjusted Rate,23.4,23.4,,,22.5,24.3,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,,Average Annual Number,31,31,,,,,Gender,Female
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,47.4,47.4,,,42.8,52.2,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Crude Rate,44.1,44.1,,,42.8,45.4,Gender,Female
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,6340,6340,,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,250.6,250.6,,,248,253.3,Race/Ethnicity,"White, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,374.5,374.5,,,365,384.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,"per 100,000",Average Annual Age-adjusted Rate,43.9,43.9,,,43,44.8,Overall,Overall
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Crude Rate,3,3,,,2,4.3,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,"per 100,000",Average Annual Age-adjusted Rate,12.6,12.6,,,8.9,17.1,Race/Ethnicity,Hispanic
2010,2010,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,1030.2,1030.2,,,958.6,1101.8,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,3683,3683,,,,,Gender,Female
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",,"per 100,000",Average Annual Crude Rate,10.1,10.1,,,6.4,15.2,Race/Ethnicity,Asian or Pacific Islander
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,188.6,188.6,,,186.6,190.7,Race/Ethnicity,"White, non-Hispanic"
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Crude Rate,3,3,,,2.8,3.3,Overall,Overall
2010,2014,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,11,11,,,,,Race/Ethnicity,Hispanic
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,"per 100,000",Average Annual Age-adjusted Rate,21.7,21.7,,,20.6,22.7,Overall,Overall
2009,2013,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Age-adjusted Rate,167.3,167.3,,,158.2,176.7,Race/Ethnicity,American Indian or Alaska Native
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,193.4,193.4,,,185.6,201.5,Race/Ethnicity,American Indian or Alaska Native
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,"per 100,000",Average Annual Age-adjusted Rate,21.9,21.9,,,19.4,24.7,Race/Ethnicity,American Indian or Alaska Native
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,2.4,2.4,,,1.6,3.4,Race/Ethnicity,American Indian or Alaska Native
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,129.4,129.4,,,124.5,134.6,Race/Ethnicity,American Indian or Alaska Native
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,"per 100,000",Average Annual Age-adjusted Rate,2.8,2.8,,,2.5,3,Race/Ethnicity,"White, non-Hispanic"
2009,2011,OK,Oklahoma,PRAMS,Mental Health,Postpartum depressive symptoms,,%,Crude Prevalence,14.9,14.9,,,12.2,18.1,Overall,Overall
2009,2013,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,"per 100,000",Average Annual Crude Rate,8.3,8.3,,,7.7,8.9,Gender,Female
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,,Average Annual Number,360,360,,,,,Overall,Overall
2009,2013,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",,,Average Annual Number,5,5,,,,,Race/Ethnicity,Hispanic
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Age-adjusted Rate,1.8,1.8,,,1.6,2.1,Gender,Female
2009,2013,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",,,Average Annual Number,43,43,,,,,Race/Ethnicity,Hispanic
