name,Nationality,Current status,gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,hair,height_in,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color,feet,inches,birth_age,death_age,birth_year,death_year,years_alive,series
Basel Gill,Andoran,Alive,Male,Stout and plump,TEOTW 35,TOM 4,Morgase Trakand,NA,NA,NA,NA,TOM 44,945 NE - 950 NE,NA,NA,Grey,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,945,NA,NA,wot
Branlet Gilyard,Andoran,Alive,Male,NA,COT 13,KOD 35,House Trakand,Lord,High Seat,NA,NA,NA,c. 987 NE,"Big, blue",NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,987,NA,NA,wot
Howal Gode,Andor,Dead,Male,NA,TEOTW 32,TEOTW 32,Darkfriend,NA,NA,998 NE,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,998,NA,wot
Goemal,NA,Unknown,Male,NA,NA,NA,NA,NA,NA,NA,TSR 17,TSR 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Beron Goerad,Ghealdanin,Alive,Male,NA,NA,NA,NA,NA,NA,NA,NA,TFOH 39,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gokhan,Seanchan,Alive,Male,NA,AMOL 32,AMOL 32,Ever Victorious Army,NA,Lord,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Berab Golever,Unknown nationality,Alive,Male,Lanky,TOM Prologue,AMOL 16,Children of the Light,NA,Lord Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aldred Gomaisen,Cairhienin,Dead,Male,Slender,KOD 16,KOD 32,Elayne Trakand,NA,Captain,1000 NE,NA,KOD 35,NA,NA,NA,NA,NA,Mercenary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Gomanes,Unknown nationality,Dead,Male,NA,NA,NA,Children of the Light,NA,NA,999 NE,TSR 31,TSR 31,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Gorderan,Tairen,Dead,Male,"Muscular, Wide",ACOS 38,TOM 9,Band of the Red Hand,NA,Redarm,1000 NE,NA,NA,NA,Gray,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Gorenellin,Malkier,Alive,Male,NA,KOD 20,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ries Gorthanes,Cairhienin,Alive,Male,Broad Shoulders,NS 14,NS 14,NA,NA,NA,NA,NS 13,NS 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gadren Grady,Andoran,Alive,Male,NA,LOC 3,LOC 3,NA,NA,NA,NA,NA,TOM 10,995 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,995,NA,NA,wot
Jur Grady,Andoran,Alive,Male,Stocky,LOC 3,AMOL 45,Perrin Aybara,NA,Asha'man,NA,NA,NA,NA,Dark,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Graeger,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TOM 1,TOM 1,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Master Grinwell,Andoran,Alive,Male,NA,TEOTW 31,TEOTW 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gueyam,Tairen,Dead,Male,NA,TFOH 46,TPOD 24,The Dragon Reborn,High Lord of Tear,NA,1000 NE,TSR 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Gufrin,Unknown nationality,Alive,Male,NA,NA,TOM 8,Band of the Red Hand,NA,Sergeant,NA,TOM 8,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Elfraed Guitama,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gurat,Seanchan,Alive,Male,NA,NA,NA,NA,NA,NA,NA,KOD 34,KOD 34,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Charlz Guybon,Andoran,Alive,Male,NA,KOD 13,AMOL 37,Queen's Guard,NA,Captain,NA,NA,NA,NA,Hazel,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gwil,Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,LOC Prologue,LOC Prologue,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Habiger,Altaran,Alive,Male,NA,NA,NA,Beslan Mitsobar,NA,General,NA,TGS 19,TGS 19,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Avar Hachami,Saldaea,Alive,Male,NA,TFOH 50,KOD 1,White Tower,Gaidin,NA,NA,NA,NA,NA,Dark,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hachari,Saldaean,Alive,Male,NA,LOC 2,LOC 2,NA,Noble,Lord,NA,LOC 2,LOC 2,NA,Tilted dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Had (boy),Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,TSR 56,TSR 56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sunamon Haellin,Tairen,Alive,Male,Plump,TSR 8,TPOD 24,NA,High Lord of Tear,NA,NA,NA,KOD 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haerm,Illianer,Alive,Male,NA,AMOL 21,AMOL 21,NA,NA,General,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haesel,Altaran,Alive,Male,NA,ACOS 16,NA,NA,NA,NA,NA,NA,ACOS 28,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arendor Haevin,Andoran,Alive,Male,NA,NA,NA,House Trakand,Lord,NA,NA,COT 13,COT 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hahn,Andoran,Alive,Male,NA,TOM 1,TOM 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haindar,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,Aes Sedai (Age of Legends),NA,TSR 26,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Saml Hake,Andoran,Alive,Male,Bony,TEOTW 32,TEOTW 32,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Halan,NA,Unknown,Male,NA,NA,NA,NA,NA,NA,NA,TEOTW 36,AMOL 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barim Halle,Andoran,Alive,Male,Wiry,TFOH 1,TFOH 28,Gareth Bryne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Halvar,Mayener,Dead,Male,NA,NA,NA,NA,"First of Mayene, Blessed of the Light, Defender of the Waves, High Seat of House Paeron",NA,NA,TSR 6,TSR 6,NA,NA,NA,NA,NA,First of Mayene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hamad,Saldaean,Alive,Male,NA,LOC 16,KOD 27,Davram Bashere,NA,NA,NA,NA,NA,NA,"Green, tilted",NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hamal,Aiel,Alive,Male,Big,ACOS 40,ACOS 40,Shaido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blacksmith,Shaido,Moshaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haman,NA,Alive,Male,NA,LOC 20,AMOL 16,NA,NA,Elder,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hamarashle,Cairhienin,Alive,Male,NA,TOM 50,TOM 50,Cairhien,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hammar,Unknown nationality,Dead,Male,Solid,TDR 24,TDR 24,White Tower,Gaidin,NA,999 NE,NA,AMOL 37,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Jisao Hamora,Unknown nationality,Alive,Male,NA,LOC Prologue,TGS 4,Younglings,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Han,Aiel,Alive,Male,Stocky,TSR 57,LOC 4,Car'a'carn,NA,NA,NA,TSR 49,AMOL Prologue,NA,NA,NA,White,NA,Clan chief,Tomanelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Iagin Handar,Tairen,Alive,Male,Stocky,KOD 21,KOD 21,Defender of the Stone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Handoin,Seanchan,Alive,Male,NA,NA,NA,NA,NA,The Blood,NA,AMOL 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Daved Hanlon,Andoran,Dead,Male,NA,ACOS 35,AMOL 39,Darkfriend,NA,NA,NA,NA,NA,NA,"Dark, unblinking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Afrim Hansard,Andoran,Alive,Male,Burly,KOD 16,KOD 16,Queen's Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Morly Hardlin,Unknown nationality,Alive,Male,NA,TPOD 26,TPOD 26,Logain Ablar,NA,Asha'man,NA,NA,TOM 46,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Thad Haren,Andoran,Alive,Male,NA,TFOH 12,TFOH 28,Gareth Bryne,NA,NA,NA,TFOH 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jurah Haret,Tairen,Alive,Male,NA,TDR 50,TDR 53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hari,Unknown nationality,Dead,Male,Thin,TPOD 7,COT 27,Dragonsworn,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Samwil Hark,Andoran,Alive,Male,NA,KOD 16,KOD 32,House Trakand,NA,NA,NA,NA,TOM 11,NA,Brown,NA,Brown,NA,Cutpurse,NA,NA,NA,Average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Harnan,Tairen,Unknown,Male,NA,LOC 5,AMOL 37,Band of the Red Hand,NA,File-Leader,NA,NA,AMOL 37,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Milam Harnder,Andoran,Alive,Male,NA,NA,NA,Demira Eriff,NA,NA,NA,LOC 46,COT 14,NA,NA,NA,NA,NA,Librarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alaabar Harnesh,Murandian,Alive,Male,NA,TOM Prologue,TOM 35,Children of the Light,NA,Lord Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Master Harod,Ghealdanin,Alive,Male,NA,TDR 8,TDR 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Harril,Unknown nationality,Alive,Male,Stocky,COT Prologue,KOD Prologue,White Tower,Gaidin,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hartha,Seanchan,Alive,Male,Wide,COT 4,KOD 37,NA,NA,First Gardener,NA,NA,NA,NA,Black,NA,NA,NA,Gardener,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Harvell,Cairhienin,Alive,Male,NA,TOM 31,TOM 31,Band of the Red Hand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Henre Haslin,Andoran,Alive,Male,NA,LOC 41,LOC 42,Dragon Reborn,NA,NA,NA,LOC 11,AMOL 3,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hatch,Andoran,Alive,Male,NA,TOM 31,TOM 31,NA,NA,NA,NA,NA,TOM 31,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hearne,Tairen,Alive,Male,NA,TFOH 46,TGS 42,The Dragon Reborn,Lord,High Lord,NA,TSR 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Elbreth Hedare,Taraboner,Alive,Male,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Illuminator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hehyal,Aiel,Foreseen,Male,NA,TOM 49,TOM 49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taardad,NA,Rahien Sorei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Heirn,Aiel,Alive,Male,Slender,TSR 23,TGS 3,Car'a'carn,NA,Sept chief,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taardad,Jindo,Tain Shari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Helmke,Domani,Alive,Male,Long-limbed,TOM 21,TOM 21,Dragon Reborn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hend the Striker,Unknown nationality,Bound to the Wheel,Male,Large,AMOL 39,AMOL 43,Horn of Valere,NA,Hero of the Horn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Henren,Andoran,Alive,Male,Blocky,LOC 1,LOC 2,Dragon Reborn,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jakob Hernvil,Andoran,Alive,Male,Lean,KOD 17,KOD 17,House Marne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secretary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Herod,Ghealdanin,Alive,Male,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hightower,Andoran,Alive,Male,NA,TEOTW 11,NA,Two Rivers,NA,NA,NA,TEOTW 11,TEOTW 15,NA,NA,NA,NA,NA,Ferrymaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hirshanin,Ghealdanin,Alive,Male,NA,TOM 40,TOM 40,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hoffley,Andoran,Alive,Male,NA,NA,NA,NA,NA,NA,NA,KOD 26,NA,NA,NA,NA,NA,NA,Banker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sarin Hoigan,Unknown nationality,Alive,Male,Very Wide,TFOH 50,KOD 23,White Tower,Gaidin,NA,NA,NA,NA,NA,NA,NA,NA,69,Warder,NA,NA,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,wot
Holcom,NA,Alive,Male,NA,AMOL 27,AMOL 27,White Tower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tower Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Raimun Holdwin,Andoran,Alive,Male,NA,TEOTW 34,TEOTW 34,Darkfriend,NA,NA,NA,NA,TEOTW 35,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Eben Hopwil,Andoran,Dead,Male,Skinny,LOC 3,WH 35,The Dragon Reborn,NA,Asha'man,1000 NE,NA,TGS 7,984 NE,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,984,1000,16,wot
Hornwell,Andoran,Alive,Male,NA,TPOD 20,TPOD 20,Morgase Trakand,NA,NA,NA,NA,TPOD 20,NA,NA,NA,Gray,NA,Shambayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Huan (Seanchan),Seanchan,Dead,Male,NA,TGH 29,TGH 34,NA,NA,So'jhin,998 NE,NA,TGH 45,NA,NA,NA,Golden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,998,NA,wot
Huan (Tairen),Tairen,Dead,Male,NA,NA,NA,NA,NA,NA,NA,NS 6,TDR 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kely Huldin,Andoran,Alive,Male,NA,LOC 3,LOC 3,NA,NA,NA,NA,LOC 3,LOC 3,NA,NA,NA,NA,NA,Weaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hurd,Altaran,Alive,Male,Squat,KOD 6,KOD 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hurin,Shienaran,Dead,Male,Lean,TGH 9,AMOL 37,NA,NA,NA,1000 NE,NA,NA,NA,NA,NA,Gray,70,Sniffer,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NE,NA,1000,NA,wot
Rowan Hurn,Andoran,Alive,Male,NA,TEOTW 2,TOM 34,Perrin Aybara,Village Councilor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ianor,Shienaran,Alive,Male,NA,TOM 23,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ihvon,Unknown nationality,Presumed dead,Male,NA,TGH 2,WH 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,Slender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Indirian,Aiel,Alive,Male,Gaunt,LOC 24,ACOS 18,Car'a'carn,NA,NA,NA,TFOH 2,NA,NA,Emerald,NA,NA,NA,Clan chief,Codarra,Chane Rocks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Inlow,Andoran,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TEOTW 33,TEOTW 33,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Iralin,Domani,Alive,Male,Willowy,TGS 42,TOM 25,Council of Merchants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ishamael,NA,Dead,Male,NA,TEOTW Prologue,TDR 56,NA,Ba'alzamon,Chosen,999 NE,NA,AMOL 25,Age of Legends,Fiery,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,NE,-500,999,3984,wot
Ismic,Kandori,Alive,Male,NA,NA,NA,NA,Lord,Lord,NA,TPOD Prologue,TPOD Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Rodel Ituralde,Domani,Alive,Male,NA,COT Prologue,AMOL Epilogue,Arad Doman,Five Great Captains,King,NA,TFOH 27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ivon,Unknown nationality,Alive,Male,NA,TSR 1,TSR 1,Children of the Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ivon (blacksmith),Cairhienin,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TGH 26,TGH 26,NA,NA,NA,NA,NA,Blacksmith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jadranka,Seanchan,Dead,Male,Thin,TPOD 23,TPOD 23,NA,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Jaem,Unknown nationality,Dead,Male,Wiry,TGH 22,KOD 32,Rebel Aes Sedai,Gaidin,NA,1000 NE,NA,NA,922 NE[1],NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,922,1000,78,wot
Jaem the Giant-Slayer,NA,Fictional character,Male,NA,NA,NA,NA,Jaem the Giant-Slayer,NA,NA,TEOTW 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Agelmar Jagad,Shienar,Alive,Male,NA,TEOTW 46,AMOL 29,NA,Lord of Fal Dara,General,NA,NA,AMOL 32,NA,Brown,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jahar Narishma,Arafellin,Alive,Male,NA,LOC 42,AMOL 39,The Dragon Reborn,NA,Asha'man,NA,LOC 28,NA,977 NE,Dark,NA,Dark,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,977,NA,NA,wot
Jaim (soldier),Unknown nationality,Alive,Male,NA,NS 1,NS 1,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jak,Andoran,Dead,Male,Big,TEOTW 32,TEOTW 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bouncer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jalanda (Ogier),NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TDR 50,TDR 50,NA,NA,NA,NA,NA,Historian,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jame,Seanchan,Alive,Male,NA,AMOL 11,AMOL 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bouncer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Shevar Jamelle,Malkieri,Dead,Male,NA,NA,NA,NA,King of Malkier,King,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Janduin (father),Aiel,Dead,Male,NA,NA,NA,NA,NA,NA,979 NE,TSR 34,AMOL 9,NA,NA,NA,NA,NA,Clan chief,Taardad,Iron Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,979,NA,wot
Janduin (son),Aiel,Foreseen,Male,NA,TOM 49,TOM 49,NA,Child of the Dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kelwin Janevor,Andoran,Alive,Male,Wiry,KOD 17,KOD 32,House Trakand,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Janwin,Aiel,Alive,Male,NA,ACOS 18,ACOS 18,Car'a'carn,NA,NA,NA,TFOH 2,NA,NA,Blue-gray,NA,Gray,NA,Clan chief,Shiande,Degalle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jaren,Aiel,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TSR 26,TSR 26,NA,NA,NA,NA,NA,NA,Da'shain Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jargen,Kandori,Dead,Male,NA,TOM Prologue,TOM Prologue,Kandor,NA,Sergeant,1000 NE,NA,NA,NA,NA,NA,Black,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
