LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",LUTON & CO PLLC,201 NW 63RD ST Suite 100,OKLAHOMA CITY,OK,73116,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/15/2020,Kirkpatrick Bank,OK - 05
"e $150,000-350,000",LUXA ENTERPRISES LLC,3863 S 103RD EAST AVE,TULSA,OK,74146,541214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/27/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000","LV, LLC","320 NW 10th St, Suite A",OKLAHOMA CITY,OK,73103,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/09/2020,BancFirst,OK - 05
"e $150,000-350,000","LYCO MANUFACTURING, INC.",8711 S. LEWIS AVE,TULSA,OK,74137,713950,Corporation,Unanswered,Unanswered,Unanswered,,0,04/03/2020,Springfield First Community Bank,OK - 01
"e $150,000-350,000","LYNN'S WELDING, LLC",20185 HIGHWAY 47,LEEDEY,OK,73654,238190,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,16,04/05/2020,The Bank of the West,OK - 03
"e $150,000-350,000","LYRIC THEATRE OF OKLAHOMA, INC",1727 NW 16TH ST,OKLAHOMA CITY,OK,73106,711310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,26,04/05/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000","LYTLE, SOULE & FELTY, P.C.",119 N Robinson Ste 1200,OKLAHOMA CITY,OK,73102,541110,Corporation,Unanswered,Unanswered,Unanswered,,19,04/13/2020,BancFirst,OK - 05
"e $150,000-350,000",M & M ELECTRIC CO.,11219 w fox dr,ENID,OK,73703,238210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,22,04/03/2020,The Bank of Kremlin,OK - 03
"e $150,000-350,000","M & M INSULATION, INC",1625 S MISSOURI AVE,OKLAHOMA CITY,OK,73129,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/27/2020,Frontier State Bank,OK - 05
"e $150,000-350,000","M & M WRECKING, INC.",860 S County Line Rd.,BLANCHARD,OK,73010,238910,Independent Contractors,Unanswered,Unanswered,Unanswered,,21,04/28/2020,Cross River Bank,OK - 04
"e $150,000-350,000","M &AMP; M DITCHING, INC.",8003 SW 74th,OKLAHOMA CITY,OK,73169,237110,Corporation,Unanswered,Unanswered,Unanswered,,12,04/29/2020,Prosperity Bank,OK - 04
"e $150,000-350,000",M AND R WIRE WORKS,651 PO Box 651,MADILL,OK,73446,332618,Partnership,Unanswered,Unanswered,Unanswered,,25,04/29/2020,BancFirst,OK - 02
"e $150,000-350,000",M LAM LLC,3408 36th Ave NW Ste 226,NOMAN,OK,73072,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,13,05/26/2020,MidFirst Bank,OK - 04
"e $150,000-350,000","M&N DEALERSHIPS VI, LLC",4300 W. 6th Ave.,STILLWATER,OK,74074,441110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,31,04/04/2020,International Bank of Commerce,OK - 03
"e $150,000-350,000","M5, INCORPORATED",200 N. FALCON,OKLAHOMA CITY,OK,73137,423830,Corporation,Unanswered,Unanswered,Unanswered,,16,04/08/2020,BancFirst,OK - 05
"e $150,000-350,000","MAAHS BROTHERS WELDING, INC.",20935 US HIGHWAY 62,ALTUS,OK,73521,238190,Corporation,Unanswered,Unanswered,Unanswered,,,04/07/2020,Frazer Bank,OK - 03
"e $150,000-350,000",MAC'S HYDRAULIC JACK SERVICE INC,5150 S 100TH EAST AVE,TULSA,OK,74146,811310,Corporation,White,Male Owned,Non-Veteran,,13,04/27/2020,Regent Bank,OK - 01
"e $150,000-350,000",MACCO PROMOTIONS INC,202 North Old Stroud Road PO Box 687,STROUD,OK,74079,313310,Corporation,Unanswered,Unanswered,Unanswered,,30,04/07/2020,BancFirst,OK - 03
"e $150,000-350,000","MACHINE TOOL SPECIALTIES, INC",5280 s 100TH EAST AVE,TULSA,OK,74146,332710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/06/2020,Arvest Bank,OK - 01
"e $150,000-350,000","MACRES, INC.",411 N ROCKFORD PL,ARDMORE,OK,73401,722511,Corporation,Unanswered,Unanswered,Unanswered,,40,04/08/2020,BancFirst,OK - 02
"e $150,000-350,000","MAD EATS, LLC",13711 E. 66th Street North,OWASSO,OK,74055,722511,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,50,04/04/2020,First Bank of Owasso,OK - 01
"e $150,000-350,000",MADCO CORP,4127 NW 122ND ST,OKLAHOMA CITY,OK,73120,561790,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/15/2020,RCB Bank,OK - 05
"e $150,000-350,000","MADEWELL & MADEWELL, INC",386 PO Box 386,JONES,OK,73049,562920,Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,BancFirst,OK - 05
"e $150,000-350,000","MADISON MEDICAL, LLC",115 W Maple St,FAIRFAX,OK,74637,532283,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,36,04/30/2020,Cross River Bank,OK - 03
"e $150,000-350,000","MAGIC BAIT CO., INC.",700 E Industrial Rd,GUTHRIE,OK,73044,339920,Corporation,White,Female Owned,Non-Veteran,,14,04/03/2020,The First State Bank,OK - 03
"e $150,000-350,000",MAGNA HOME HEALTH CARE INC,4271 W ALBANY ST,BROKEN ARROW,OK,74012,621610,Corporation,Unanswered,Male Owned,Unanswered,,33,04/10/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","MAGNOLIA LANE HOLDINGS, LLC",10545 S Memorial Dr. Suite A,TULSA,OK,74133,531390,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,12,04/11/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000","MAGNUM CONSTRUCTION, INC.",2501 N HEMLOCK CT,BROKEN ARROW,OK,74012,237990,Corporation,Unanswered,Male Owned,Unanswered,,35,04/06/2020,Mabrey Bank,OK - 01
"e $150,000-350,000","MAGNUM DIVERSIFIED SERVICES, INC.",5800 S HARRAH RD,NEWALLA,OK,74857,484220,Corporation,Unanswered,Unanswered,Unanswered,,11,04/27/2020,"INTRUST Bank, National Association",OK - 04
"e $150,000-350,000","MAHOGANY-OKC, LLC",3241 W Memorial Rd,OKLAHOMA CITY,OK,73134,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,04/08/2020,BancFirst,OK - 05
"e $150,000-350,000","MAIN AUTOMOTIVE SUPPLY, INC",415 S Perkins Road,STILLWATER,OK,74074,441310,Corporation,White,Male Owned,Non-Veteran,,34,04/03/2020,First National Bank and Trust Company of Weatherford,OK - 03
"e $150,000-350,000","MAIN STREET TAVERN, LLC",200 S MAIN ST,BROKEN ARROW,OK,74012,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,105,04/06/2020,AVB Bank,OK - 01
"e $150,000-350,000","MAINER AUTO GROUP II, LP","512 N. Main,",BRISTOW,OK,74010,441110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,,04/09/2020,Simmons Bank,OK - 02
"e $150,000-350,000",MAKE YOUR LIFE EPIC LLC,1100 RIVERWALK TER suite 100,JENKS,OK,74037,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/06/2020,First Pryority Bank,OK - 01
"e $150,000-350,000","MAKE-A-WISH FOUNDATION OF OKLAHOMA, INC.",1900 NW EXPRESSWAY STE 700,OKLAHOMA CITY,OK,73118,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,04/04/2020,Legacy Bank,OK - 05
"e $150,000-350,000",MAKO PRODUCTS LLC,13823 Santa Fe Crossings Dr,EDMOND,OK,73013,332912,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,14,04/29/2020,First Bank & Trust Co.,OK - 05
"e $150,000-350,000","MALLORY MARTIN HOLDINGS, INC",123 S. Wheeler Ave,SALLISAW,OK,74955,812210,Corporation,Unanswered,Male Owned,Unanswered,,61,04/13/2020,The First National Bank of Stigler,OK - 02
"e $150,000-350,000","MANAGISTIX, INC.",4327 SW 21st ST,OKLAHOMA CITY,OK,73108,561110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,92,04/27/2020,Legacy Bank,OK - 05
"e $150,000-350,000","MANSELL & ENGEL, P.C.","204 N. Robinson, 21st Floor",OKLAHOMA CITY,OK,73102,541110,Corporation,Unanswered,Unanswered,Unanswered,,10,04/27/2020,Regent Bank,OK - 05
"e $150,000-350,000",MANUEL COLLISION INC,14750 COUNTY ROAD 3541,ADA,OK,74820,811121,Corporation,Unanswered,Unanswered,Unanswered,,22,04/04/2020,"Vision Bank, National Association",OK - 04
"e $150,000-350,000","MAPLES NIX & DIESSELHORST, PLLC",15401 N MAY AVE,EDMOND,OK,73013,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/05/2020,First National Bank and Trust Company of Ardmore,OK - 05
"e $150,000-350,000","MAR-K SPECIALIZED MANUFACTURING, INC",6625 W Wilshire Blvd,OKLAHOMA CITY,OK,73132,336390,Corporation,Unanswered,Unanswered,Unanswered,,27,04/04/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000","MARBLE ELEGANCE, INC",15212 E 440 Road,CLAREMORE,OK,74017,444190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/10/2020,BancFirst,OK - 02
"e $150,000-350,000","MARBLE FALLS TX ARBOR HOUSE, LP","2401 Tee Circle, Ste 103",NORMAN,OK,73069,623312,Partnership,Unanswered,Unanswered,Unanswered,,34,04/04/2020,Watermark Bank,OK - 04
"e $150,000-350,000",MARCELOS LLC,6509 NW Expressway,OKLAHOMA CITY,OK,73132,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,48,04/13/2020,First Enterprise Bank,OK - 03
"e $150,000-350,000","MARINA ANIMAL CLINIC, INC",9968 E 21st St,TULSA,OK,74129,541940,Corporation,Unanswered,Female Owned,Unanswered,,39,04/10/2020,The Exchange Bank,OK - 01
"e $150,000-350,000",MARINE DEVELOPMENT INC,501 INDUSTRIAL BLVD,EUFAULA,OK,74432,336611,Corporation,Unanswered,Unanswered,Unanswered,,22,04/07/2020,BancFirst,OK - 02
"e $150,000-350,000","MARIPOSA MEDSPA, LLC",4214 N CLASSEN BLVD,OKLAHOMA CITY,OK,73118,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/09/2020,"INTRUST Bank, National Association",OK - 05
"e $150,000-350,000",MARJO OPERATING MID-CONTINENT LLC,427 S BOSTON AVE STE 240,TULSA,OK,74103,211120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/11/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000",MARK A DAWKINS MD PC,13174 N. MacArthur Blvd,OKLAHOMA CITY,OK,73142,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/07/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000",MARKITA INN INC,2401 W MAIN ST,DURANT,OK,74701,721110,Corporation,Unanswered,Unanswered,Unanswered,,42,04/28/2020,First Texoma National Bank,OK - 02
"e $150,000-350,000","MARQUIS LABS, LLC",13301 N Meridian Ave Ste 704A,OKLAHOMA CITY,OK,73120,621511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/04/2020,Legacy Bank,OK - 05
"e $150,000-350,000",MARSHALL COUNTY EMS DISTRICT,PO BOX 707,MADILL,OK,73446,621910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/05/2020,Simmons Bank,OK - 02
"e $150,000-350,000","MARTIN BIONICS INNOVATIONS, LLC",214 E Main St,OKLAHOMA CITY,OK,73104,541714,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,41,04/15/2020,BancFirst,OK - 05
"e $150,000-350,000","MARTIN, JEAN & JACKSON, L.L.P.",1324 E GRAND AVE,PONCA CITY,OK,74601,541110,Partnership,White,Male Owned,Non-Veteran,,23,04/11/2020,RCB Bank,OK - 03
"e $150,000-350,000","MASS ARCHITECTS,INC",1225 N Broadway Ave,OKLAHOMA CITY,OK,73103,541310,Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/06/2020,First National Bank of Oklahoma,OK - 05
"e $150,000-350,000",MASTER KRAFT TOOLING CORP,425 SOUTH 122ND EAST AVE,TULSA,OK,74128,541420,Corporation,Unanswered,Male Owned,Unanswered,,28,04/09/2020,Central Bank of Oklahoma,OK - 01
"e $150,000-350,000","MASTER PACKAGING, INC.",6717 E. 13TH ST,TULSA,OK,74112,424990,Corporation,White,Male Owned,Unanswered,,22,04/07/2020,RCB Bank,OK - 01
"e $150,000-350,000","MASTERCRAFT FC, LLC",500 W 146th Street,GLENPOOL,OK,74033,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,04/13/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","MATLOCK SECURITY SERVICES, INC.",6229 S 107TH EAST AVE,TULSA,OK,74133,541990,Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,,19,04/04/2020,Security Bank,OK - 01
"e $150,000-350,000","MATRIX ARCHITECTS ENGINEERS PLANNERS, INC.",2 west 2nd st,TULSA,OK,74103,541310,Corporation,Unanswered,Unanswered,Unanswered,,12,04/06/2020,Arvest Bank,OK - 01
"e $150,000-350,000","MATRIX PROVIDER SOLUTIONS, LLC",9717 E 42ND ST Ste 135,TULSA,OK,74146,623110,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,8,04/10/2020,SpiritBank,OK - 01
"e $150,000-350,000",MATT WILSON CUSTOM HOMES LLC,401 COLTRANE RD,EDMOND,OK,73034,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/06/2020,NBC Oklahoma,OK - 03
"e $150,000-350,000","MAVERICK BROTHERS OPERATING, INC.",PO BOX 392,ENID,OK,73702,541360,Corporation,White,Male Owned,Non-Veteran,,8,04/07/2020,"Stride Bank, National Association",OK - 03
"e $150,000-350,000",MAVERICK CONSTRUCTION LLC,520 MARTIN RD,WOODWARD,OK,73801,237120,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,22,04/06/2020,Great Plains National Bank,OK - 03
"e $150,000-350,000","MAXEY'S CYCLE, INC.",4112 NW 39th St,OKLAHOMA CITY,OK,73112,441228,Corporation,Unanswered,Male Owned,Unanswered,,13,04/13/2020,First Enterprise Bank,OK - 05
"e $150,000-350,000","MAXIMUM LOADING SERVICES, LLC",19020 US HIGHWAY 62,DUKE,OK,73532,488490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,04/08/2020,Stockmans Bank,OK - 03
"e $150,000-350,000",MAXQ RESEARCH LLC,8712 W 6th Avenue,STILLWATER,OK,74074,339999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/03/2020,Arvest Bank,OK - 03
"e $150,000-350,000","MAYCO CHEMICAL PRODUCTS, INC",1936 E Hwy 66,EL RENO,OK,73036,325998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/30/2020,BancFirst,OK - 03
"e $150,000-350,000","MAYES & MAYES OPTOMETRY, PLLC",3637 NW 39th,OKLAHOMA CITY,OK,73112,621320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/10/2020,BancFirst,OK - 05
"e $150,000-350,000",MAZAHERI LAW FIRM PLLC,3000 W Memorial Road,OKLAHOMA CITY,OK,73120,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/09/2020,BancFirst,OK - 05
"e $150,000-350,000","MBI INDUSTRIAL, INC",3816 NE 85TH ST,NEWCASTLE,OK,73065,238220,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,04/08/2020,Great Plains National Bank,OK - 04
"e $150,000-350,000",MCALISTER DRUG CORPORATION,948 S YUKON PARKWAY,YUKON,OK,73099,446110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,24,04/08/2020,InterBank,OK - 03
"e $150,000-350,000","MCALISTER, MCALISTER, BAKER & NICKLAS PLLC",15 E 15TH ST Suite 200,EDMOND,OK,73013,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/14/2020,Kirkpatrick Bank,OK - 05
"e $150,000-350,000",MCATTEE & WOODS PC,410 NW 13TH ST,OKLAHOMA CITY,OK,73103,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/05/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000","MCCALEB HOMES, INC",3644 I 35 FRONTAGE RD,EDMOND,OK,73013,236220,Corporation,Unanswered,Unanswered,Unanswered,,13,04/07/2020,Prime Bank,OK - 05
"e $150,000-350,000",MCCARTNEY WELDING LLC,1813 S. Logan Rd.,LAHOMA,OK,73754,333992,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,42,04/06/2020,The Bank of Kremlin,OK - 03
"e $150,000-350,000",MCCOLLOUGH ENTERPRISES,123 N BIRCH ST,JENKS,OK,74037,334519,Corporation,Unanswered,Unanswered,Unanswered,,26,04/09/2020,"Vast Bank, National Association",OK - 01
"e $150,000-350,000","MCCORMACK AND ASSOCIATED, INC",1833 PO BOX 1833,DUNCAN,OK,73534,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/10/2020,BancFirst,OK - 04
"e $150,000-350,000",MCDANIEL ACORD & LYTLE PLLC,9343 E 95TH CT,TULSA,OK,74133,541110,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,8,04/08/2020,Commerce Bank,OK - 01
"e $150,000-350,000",MCFARLIN CHURCH DAYCARE,419 S UNIVERSITY BLVD,NORMAN,OK,73069,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,Y,64,04/07/2020,Armstrong Bank,OK - 04
"e $150,000-350,000","MCGEE MANAGEMENT, INC",4324 Grant Boulevard,YUKON,OK,73099,531312,Corporation,Unanswered,Male Owned,Unanswered,,10,04/05/2020,First Oklahoma Bank,OK - 03
"e $150,000-350,000","MCGILLS 61ST, INC.",6058 S. YALE AVE,TULSA,OK,74135,722511,Corporation,White,Male Owned,Unanswered,,22,04/06/2020,Mabrey Bank,OK - 01
"e $150,000-350,000","MCGUIRE BROTHERS, LLC",8415 S REGENCY DR,TULSA,OK,74131,237990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,19,04/04/2020,SpiritBank,OK - 01
"e $150,000-350,000","MCILROY MANAGEMENT, LLC",8937 S. Garnett Rd.,BROKEN ARROW,OK,74012,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/10/2020,MidFirst Bank,OK - 01
"e $150,000-350,000",MCINTYRE LAW P.C.,8601 SOUTH WESTERN,OKLAHOMA CITY,OK,73139,541110,Corporation,Unanswered,Male Owned,Unanswered,,16,04/08/2020,BancFirst,OK - 04
"e $150,000-350,000",MCKAY FORD LINCOLN INC,3119 WILLIAMS AVE,WOODWARD,OK,73801,441110,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,20,04/08/2020,"BancCentral, National Association",OK - 03
"e $150,000-350,000","MCNEIL WELL SERVICES, LLC",710 E deep Rock,CUSHING,OK,74023,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/04/2020,Blue Sky Bank,OK - 03
"e $150,000-350,000","MCPHERSON ENTERPRISES, INC.",3783 W North Ave,PONCA CITY,OK,74601,213111,Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,Peoples Bank and Trust Company,OK - 03
"e $150,000-350,000","ME2 WELL SERVICES, LLC",2431 E 61ST ST SUITE 850,TULSA,OK,74136,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/05/2020,BancFirst,OK - 01
"e $150,000-350,000",MEADE OIL AND GAS LLC,5605 N. Classen Blvd.,OKLAHOMA CITY,OK,73118,211130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/11/2020,MidFirst Bank,OK - 05
"e $150,000-350,000",MEADOWBROOK MINGO GOLF LLC,9300 E  81ST ST,TULSA,OK,74133,713910,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,37,04/03/2020,First Pryority Bank,OK - 01
"e $150,000-350,000","MEALS ON WHEELS OF METRO TULSA, INC",12620 E 31ST ST,TULSA,OK,74146,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,04/07/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000","MECHANICAL AIR SYSTEMS, INC.",1705 W. Detroit St.,BROKEN ARROW,OK,74012,238220,Corporation,Unanswered,Female Owned,Non-Veteran,,22,04/29/2020,Prosperity Bank,OK - 01
"e $150,000-350,000","MED TECH SOLUTIONS, LLC",1116 S. 129TH EAST AVE,TULSA,OK,74108,541990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,16,04/04/2020,Security Bank,OK - 01
"e $150,000-350,000","MEDALLION RESOURCES, LLC","13230 Pawnee Drive, Suite 301",OKLAHOMA CITY,OK,73114,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/06/2020,BancFirst,OK - 05
"e $150,000-350,000",MEDEFY HEALTH LLC,8596 E 101ST ST,TULSA,OK,74133,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/15/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","MEDI-PLEX NURSING CENTERS, INC",1600 E Hwy St,HOLDENVILLE,OK,74848,623110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,63,04/14/2020,The First National Bank of Fort Smith,OK - 02
"e $150,000-350,000",MEDIA RESOURCES INC,3731 SW 29TH SR.,OKLAHOMA CITY,OK,73119,322212,Corporation,Unanswered,Male Owned,Unanswered,,18,04/09/2020,MidFirst Bank,OK - 05
"e $150,000-350,000",MEDICAL CENTER PAIN CLINIC,1226 N SHARTEL AVE,OKLAHOMA CITY,OK,73103,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/06/2020,Arvest Bank,OK - 05
"e $150,000-350,000",MEDICAL PRN STAFFING INC,1512 Meadow Ln,ARDMORE,OK,73401,621999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,04/16/2020,First National Bank and Trust Company of Ardmore,OK - 02
"e $150,000-350,000",MEDICINE WHEEL INC,15681 S Wildflower Lane,KENEFIC,OK,74748,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,48,04/08/2020,Simmons Bank,OK - 02
"e $150,000-350,000",MEDICLAIMS INC,101 E GRAND AVE,TONKAWA,OK,74653,541219,Corporation,Unanswered,Male Owned,Non-Veteran,,33,04/27/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000","MEEK'S ELECTRICAL SERVICES, INC.",507 S Rockford Ave,TULSA,OK,74120,238210,Corporation,Unanswered,Male Owned,Unanswered,,19,04/15/2020,Prosperity Bank,OK - 01
"e $150,000-350,000",MEEKER NORTH DAWSON NURSING LLC,500 North Dawson St.,MEEKER,OK,74855,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,52,04/15/2020,Greater Nevada CU,OK - 03
"e $150,000-350,000","MEGASYS HOSPITALITY SYSTEMS, INC.",5800 E SKELLY DR STE 600,TULSA,OK,74135,541511,Corporation,Unanswered,Unanswered,Unanswered,,18,05/03/2020,"Bank of America, National Association",OK - 01
"e $150,000-350,000",MEK CORPORATION,"1611 S Utica Ave, Suite 320",TULSA,OK,74104,722513,Corporation,Unanswered,Unanswered,Unanswered,,83,04/05/2020,BancFirst,OK - 01
"e $150,000-350,000","MELONE'S ENTERPRISES, LLC",17828 E. 640 RD,INOLA,OK,74036,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,71,05/03/2020,Cross River Bank,OK - 01
"e $150,000-350,000","MELTON'S AIR CONDITIONING & APPLIANCE SERVICE, INC.",27 S TAYLOR ST,PRYOR,OK,74361,238220,Subchapter S Corporation,White,Male Owned,Non-Veteran,,15,04/15/2020,RCB Bank,OK - 02
"e $150,000-350,000","MENDENHALL DRILLING, INC.",PO Box 6,LAMONT,OK,74643,213112,Corporation,Unanswered,Male Owned,Unanswered,,17,04/09/2020,The State Exchange Bank,OK - 03
"e $150,000-350,000",MERCY SCHOOL INSTITUTE,14001 N Harvey Ave,EDMOND,OK,73013,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,43,04/11/2020,BancFirst,OK - 05
"e $150,000-350,000","MERIDIAN HEALTHCARE, LLC",179791 2820 RD,COMANCHE,OK,73529,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/06/2020,Liberty National Bank,OK - 04
"e $150,000-350,000",MERIDIAN HOTEL LLC,3048 N GRAND BLVD,OKLAHOMA CITY,OK,73107,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65,04/07/2020,"Fidelity Bank, National Association",OK - 05
"e $150,000-350,000","MERIT FINANCIAL SOLUTIONS, INC.",14002 East  21ST ST Suite 400,TULSA,OK,74134,561440,Corporation,Unanswered,Unanswered,Unanswered,,8,04/12/2020,SpiritBank,OK - 01
"e $150,000-350,000","MERITT AVIATION, INC",12401 Meritt Ave.,YUKON,OK,73099,423860,Corporation,Unanswered,Unanswered,Unanswered,,11,04/30/2020,BancFirst,OK - 03
"e $150,000-350,000","MERRELL TRANSPORT, LLC",17345 East Admiral Pl,TULSA,OK,74116,488510,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,23,04/05/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000",MERRELL TRANSPORTATION LLC,17345 East Admiral Place,TULSA,OK,74116,484220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,14,04/04/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000",MERRITT SEALING CO.,917 N TULSA AVE,OKLAHOMA CITY,OK,73107,237310,Corporation,Unanswered,Unanswered,Unanswered,,36,04/06/2020,Kirkpatrick Bank,OK - 05
"e $150,000-350,000",MERRY MAIDS OF OKLAHOMA INC,5656 S Mingo Rd,TULSA,OK,74146,561720,Corporation,Unanswered,Unanswered,Unanswered,,27,04/04/2020,"Vast Bank, National Association",OK - 01
"e $150,000-350,000",MESSER ELECTRIC LLC,900 Valley View Road,NORMAN,OK,73069,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/09/2020,First United Bank and Trust Company,OK - 04
"e $150,000-350,000","MESSIAH LUTHERAN CHURCH, INC.",3600 NW Expressway,OKLAHOMA CITY,OK,73112,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/27/2020,International Bank of Commerce,OK - 05
"e $150,000-350,000","MET CARES FOUNDATION, INC.","9521 S. RIVERSIDE DRIVE,",TULSA,OK,74137,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30,06/23/2020,Arvest Bank,OK - 01
"e $150,000-350,000",METAL DYNAMICS CORPORATION,1145 N IROQUOIS AVE,TULSA,OK,74106,331512,Corporation,Unanswered,Unanswered,Unanswered,,22,04/05/2020,American Heritage Bank,OK - 01
"e $150,000-350,000","METAL FORMING SOLUTIONS, LLC",7512 Charles Page Blvd,TULSA,OK,74127,332999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/09/2020,BancFirst,OK - 01
"e $150,000-350,000",METAL GOODS MANUFACTURING COMPANY INC,428 W 8th St,BARTLESVILLE,OK,74003,332911,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,Simmons Bank,OK - 01
