Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Age in Years,Breed,Color
A664778,Brutus,10/24/2013 10:58,10/24/2013 10:58,4/8/2009,Euthanasia,Aggressive,Dog,Neutered Male,4 years,4.549197108,Pit Bull/Boxer,Brown/White
A665572,,10/24/2013 11:11,10/24/2013 11:11,4/19/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.516345129,Great Pyrenees Mix,White
A665872,Charlie,10/24/2013 11:18,10/24/2013 11:18,10/24/2009,Return to Owner,,Dog,Neutered Male,4 years,4.00402968,German Shepherd Mix,Brown/Black
A657085,Pony Boy,10/24/2013 11:22,10/24/2013 11:22,10/13/2010,Return to Owner,,Dog,Neutered Male,3 years,3.034174277,Pit Bull Mix,Brown/White
A652564,G-Unit,10/24/2013 11:52,10/24/2013 11:52,4/26/2009,Return to Owner,,Dog,Neutered Male,4 years,4.499984779,Pit Bull Mix,Brown Brindle
A665865,Blaze,10/24/2013 12:04,10/24/2013 12:04,6/6/2010,Return to Owner,,Dog,Neutered Male,3 years,3.387678843,Beagle Mix,White/Tan
A664391,Walter,10/24/2013 12:05,10/24/2013 12:05,10/2/2012,Adoption,,Dog,Neutered Male,1 year,1.061653349,Harrier Mix,White/Brown
A660910,Kief,10/24/2013 12:31,10/24/2013 12:31,8/13/2011,Return to Owner,,Dog,Neutered Male,2 years,2.201428843,Dachshund/Catahoula,Brown Brindle/White
A634175,Gabriel,10/24/2013 12:46,10/24/2013 12:46,4/6/2012,Adoption,,Dog,Neutered Male,1 year,1.552142314,Anatol Shepherd/Collie Rough,Tan/Black
A664697,Jezzabelle,10/24/2013 12:52,10/24/2013 12:52,6/7/2013,Adoption,Foster,Dog,Spayed Female,4 months,0.382290715,Border Terrier Mix,White/Tan
A659844,*Moonlight,10/24/2013 13:11,10/24/2013 13:11,6/30/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.319313166,Domestic Shorthair Mix,Black
A665438,Charley,10/24/2013 13:14,10/24/2013 13:14,10/17/2011,Adoption,,Dog,Spayed Female,2 years,2.023428463,Golden Retriever/Border Collie,Gold/White
A665904,,10/24/2013 13:26,10/24/2013 13:26,10/24/2011,Euthanasia,Rabies Risk,Other,Unknown,2 years,2.004273212,Raccoon Mix,Gray/Black
A664257,Pippin,10/24/2013 13:31,10/24/2013 13:31,10/1/2009,Adoption,Foster,Dog,Spayed Female,4 years,4.067296423,Podengo Pequeno Mix,Black
A662218,*Newton,10/24/2013 13:39,10/24/2013 13:39,8/12/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.201558219,Domestic Medium Hair Mix,Blue Tabby
A664757,Boo Boo,10/24/2013 14:14,10/24/2013 14:14,10/8/2010,Transfer,Partner,Dog,Spayed Female,3 years,3.048200152,Chihuahua Shorthair Mix,Black/Tan
A665637,,10/24/2013 14:14,10/24/2013 14:14,10/20/2012,Transfer,Partner,Dog,Intact Male,1 year,1.012583714,Black Mouth Cur Mix,Tricolor
A665874,Tripp,10/24/2013 14:30,10/24/2013 14:30,1/13/2013,Return to Owner,,Dog,Neutered Male,9 months,0.779737443,Pit Bull Mix,Brown/White
A665902,,10/24/2013 14:36,10/24/2013 14:36,10/24/2012,Euthanasia,Rabies Risk,Other,Unknown,1 year,1.001666667,Raccoon Mix,Gray/Black
A664913,Duke,10/24/2013 14:52,10/24/2013 14:52,10/10/2012,Return to Owner,,Dog,Neutered Male,1 year,1.040053272,Pit Bull Mix,Blue/White
A665919,,10/24/2013 14:53,10/24/2013 14:53,10/24/2012,Euthanasia,Suffering,Other,Unknown,1 year,1.001699011,Fox Mix,Red
A663381,Wilson,10/24/2013 14:57,10/24/2013 14:57,9/17/2010,Adoption,,Dog,Neutered Male,3 years,3.10581621,Labrador Retriever Mix,Brown/White
A665628,Buffi,10/24/2013 15:00,10/24/2013 15:00,10/20/2009,Adoption,,Dog,Intact Female,4 years,4.015410959,Chihuahua Shorthair Mix,Chocolate/White
A665034,,10/24/2013 15:24,10/24/2013 15:24,10/12/2011,Transfer,SCRP,Cat,Intact Male,2 years,2.037374429,Domestic Medium Hair Mix,Orange Tabby/White
A665859,,10/24/2013 15:24,10/24/2013 15:24,10/23/2012,Transfer,SCRP,Cat,Intact Female,1 year,1.004497717,Domestic Shorthair Mix,Blue
A665838,,10/24/2013 15:25,10/24/2013 15:25,10/23/2010,Transfer,SCRP,Cat,Spayed Female,3 years,3.007239346,Siamese Mix,Lilac Point
A665853,,10/24/2013 15:25,10/24/2013 15:25,10/23/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.007239346,Domestic Shorthair Mix,Brown Tabby
A665821,Leela,10/24/2013 15:29,10/24/2013 15:29,10/23/2009,Transfer,Partner,Dog,Intact Female,4 years,4.007246956,Norfolk Terrier Mix,Apricot
A665633,,10/24/2013 15:40,10/24/2013 15:40,7/20/2013,Transfer,Partner,Dog,Intact Female,3 months,0.264802131,Anatol Shepherd Mix,Brown/Black
A665566,,10/24/2013 15:40,10/24/2013 15:40,10/19/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.015487062,Chihuahua Shorthair Mix,Tan
A665413,Anabel,10/24/2013 15:41,10/24/2013 15:41,6/17/2013,Transfer,Partner,Dog,Spayed Female,4 months,0.355214992,Plott Hound Mix,Brown Brindle/White
A665568,,10/24/2013 15:41,10/24/2013 15:41,8/4/2013,Transfer,Partner,Dog,Neutered Male,2 months,0.223708143,Chihuahua Shorthair,Black
A665584,*Teddy,10/24/2013 15:43,10/24/2013 15:43,8/19/2013,Transfer,Partner,Cat,Intact Male,2 months,0.182616058,Domestic Shorthair,White/Black
A665741,Leia,10/24/2013 15:44,10/24/2013 15:44,10/22/2006,Transfer,Partner,Cat,Spayed Female,7 years,7.012754947,Domestic Shorthair Mix,Brown Tabby
A664192,*Jenna,10/24/2013 15:46,10/24/2013 15:46,8/8/2013,Transfer,Partner,Cat,Spayed Female,2 months,0.212758752,Domestic Shorthair Mix,Brown Tabby
A665473,*Izzy,10/24/2013 15:54,10/24/2013 15:54,8/11/2013,Transfer,Partner,Cat,Intact Female,2 months,0.204554795,Domestic Shorthair Mix,Torbie
A665747,*Durango,10/24/2013 15:55,10/24/2013 15:55,8/7/2013,Transfer,Partner,Cat,Intact Male,2 months,0.215515601,Domestic Shorthair Mix,Black/White
A663919,Tiger,10/24/2013 16:09,10/24/2013 16:09,9/26/2004,Adoption,,Cat,Neutered Male,9 years,9.084035388,Domestic Shorthair Mix,White/Orange Tabby
A665854,Checkers,10/24/2013 16:21,10/24/2013 16:21,12/23/2012,Transfer,Partner,Dog,Intact Male,10 months,0.837482877,Pit Bull Mix,White/Black
A665855,Apple,10/24/2013 16:51,10/24/2013 16:51,12/23/2012,Transfer,Partner,Dog,Intact Female,10 months,0.837539954,Pit Bull Mix,Brown/White
A665857,Jewel,10/24/2013 16:53,10/24/2013 16:53,10/24/2010,Transfer,Partner,Dog,Intact Female,3 years,3.004667047,Pit Bull Mix,Blue/White
A665910,Lobo,10/24/2013 16:53,10/24/2013 16:53,12/24/2012,Transfer,Partner,Dog,Intact Male,9 months,0.834804033,Pit Bull Mix,Brown/White
A665856,Mocha,10/24/2013 16:54,10/24/2013 16:54,12/23/2012,Transfer,Partner,Dog,Intact Female,10 months,0.837545662,Pit Bull Mix,Chocolate
A665632,,10/24/2013 16:57,10/24/2013 16:57,7/20/2013,Adoption,,Dog,Neutered Male,3 months,0.26494863,Labrador Retriever Mix,Brown/Black
A665619,Chico,10/24/2013 17:24,10/24/2013 17:24,10/22/2012,Return to Owner,,Dog,Neutered Male,1 year,1.007465753,Chihuahua Shorthair Mix,Black/Tan
A665617,Cognac,10/24/2013 17:30,10/24/2013 17:30,10/20/2010,Transfer,Partner,Dog,Neutered Male,3 years,3.015696347,Labrador Retriever/Pit Bull,White/Brown
A665554,Duke,10/24/2013 17:30,10/24/2013 17:30,10/19/2008,Adoption,,Dog,Neutered Male,5 years,5.018436073,Great Dane,Black
A658013,*Marcos,10/24/2013 17:32,10/24/2013 17:32,7/5/2006,Euthanasia,Behavior,Dog,Neutered Male,7 years,7.311590563,Blue Lacy Mix,Blue/White
A665622,,10/24/2013 17:34,10/24/2013 17:34,10/20/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.012964231,Old English Sheepdog,Gray/White
A665204,Africano,10/24/2013 17:37,10/24/2013 17:37,10/15/2009,Euthanasia,Aggressive,Dog,Neutered Male,4 years,4.029408295,Labrador Retriever Mix,Black
A665308,,10/24/2013 17:59,10/24/2013 17:59,10/16/2009,Adoption,,Dog,Neutered Male,4 years,4.026710426,Toy Poodle Mix,White
A665605,,10/24/2013 18:00,10/24/2013 18:00,10/20/2012,Adoption,,Dog,Spayed Female,1 year,1.013013699,Chihuahua Shorthair Mix,Red/White
A662398,Buddy,10/24/2013 18:04,10/24/2013 18:04,9/3/2011,Adoption,,Dog,Neutered Male,2 years,2.144528158,American Pit Bull Terrier Mix,Tan/White
A665864,Luna,10/24/2013 18:09,10/24/2013 18:09,10/23/2010,Return to Owner,,Dog,Spayed Female,3 years,3.00755137,Pit Bull Mix,Black/White
A665594,Fifi,10/24/2013 18:13,10/24/2013 18:13,10/19/2012,Return to Owner,,Dog,Spayed Female,1 year,1.015778158,Chihuahua Shorthair/Dachshund,Tricolor
A661833,Geronimo,10/24/2013 18:17,10/24/2013 18:17,8/18/2013,Adoption,,Cat,Neutered Male,2 months,0.185648782,Domestic Shorthair Mix,Orange Tabby
A665577,,10/24/2013 18:25,10/24/2013 18:25,10/19/2012,Adoption,,Dog,Neutered Male,1 year,1.015800989,Norwich Terrier Mix,Tan
A665761,,10/24/2013 18:45,10/24/2013 18:45,6/22/2013,Adoption,,Dog,Spayed Female,4 months,0.341866438,Pointer Mix,Black/White
A665762,,10/24/2013 18:45,10/24/2013 18:45,6/22/2013,Adoption,,Dog,Neutered Male,4 months,0.341866438,Pointer Mix,Black/White
A665953,,10/24/2013 18:52,10/24/2013 18:52,10/24/2005,Euthanasia,Suffering,Cat,Neutered Male,8 years,8.007633181,Domestic Medium Hair Mix,Black/White
A665948,,10/25/2013 10:58,10/25/2013 10:58,6/9/2013,Transfer,Partner,Dog,Intact Male,4 months,0.379334094,American Bulldog Mix,Brown Brindle/White
A665627,*Dora,10/25/2013 11:17,10/25/2013 11:17,8/29/2013,Transfer,Partner,Cat,Intact Female,1 month,0.157452435,Domestic Shorthair Mix,Blue
A665361,*Jock,10/25/2013 11:17,10/25/2013 11:17,8/16/2013,Transfer,Partner,Cat,Intact Male,2 months,0.193068874,Domestic Shorthair Mix,Orange Tabby
A665362,*Jezzy,10/25/2013 11:17,10/25/2013 11:17,8/16/2013,Transfer,Partner,Cat,Intact Male,2 months,0.193068874,Domestic Shorthair Mix,Orange Tabby
A665664,Poptart,10/25/2013 11:29,10/25/2013 11:29,10/21/2011,Transfer,Partner,Dog,Intact Female,2 years,2.015009513,Lhasa Apso Mix,Black/Silver
A665485,Bratt,10/25/2013 11:31,10/25/2013 11:31,10/18/2008,Transfer,Partner,Dog,Neutered Male,5 years,5.023232496,Boston Terrier/Beagle,Brown Brindle/White
A662220,*Olivia,10/25/2013 11:42,10/25/2013 11:42,8/12/2013,Adoption,Foster,Cat,Spayed Female,2 months,0.204075342,Domestic Medium Hair Mix,Tortie Point
A665444,,10/25/2013 12:08,10/25/2013 12:08,8/27/2013,Euthanasia,Suffering,Cat,Intact Female,1 month,0.163028919,Domestic Shorthair Mix,Brown Tabby
A665671,,10/25/2013 12:49,10/25/2013 12:49,9/6/2013,Died,In Kennel,Cat,Intact Female,1 month,0.135709665,Siamese Mix,Seal Point
A379998,Disciple,10/25/2013 12:53,10/25/2013 12:53,2/21/2003,Return to Owner,,Dog,Intact Male,10 years,10.68366248,Pit Bull,Black
A665976,,10/25/2013 13:01,10/25/2013 13:01,10/25/2011,Euthanasia,Suffering,Other,Intact Male,2 years,2.004225647,Armadillo Mix,Gray
A665957,,10/25/2013 13:39,10/25/2013 13:39,7/24/2013,Transfer,Partner,Dog,Intact Male,3 months,0.25635274,Pit Bull Mix,Blue/White
A665309,*Helio,10/25/2013 14:28,10/25/2013 14:28,10/16/2008,Adoption,,Dog,Neutered Male,5 years,5.029048706,Australian Shepherd Mix,White/Orange
A665710,Brooke,10/25/2013 14:33,10/25/2013 14:33,8/21/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.179743151,Cairn Terrier Mix,Tan/White
A647511,Tres,10/25/2013 14:34,10/25/2013 14:34,11/12/2011,Died,In Foster,Dog,Neutered Male,1 year,1.955087519,Border Collie/Akita,Brown Brindle/White
A539175,Jabon,10/25/2013 14:51,10/25/2013 14:51,3/31/2008,Return to Owner,,Dog,Neutered Male,5 years,5.574297945,Chihuahua Shorthair Mix,Black
A665585,*Terry,10/25/2013 15:08,10/25/2013 15:08,8/19/2013,Transfer,Partner,Cat,Intact Male,2 months,0.185289193,Domestic Shorthair,White/Orange
A665586,*Timmy,10/25/2013 15:08,10/25/2013 15:08,8/19/2013,Transfer,Partner,Cat,Intact Male,2 months,0.185289193,Domestic Shorthair,White/Orange
A665446,*Dexter,10/25/2013 15:13,10/25/2013 15:13,10/18/2011,Transfer,Partner,Cat,Neutered Male,2 years,2.023654871,Domestic Shorthair Mix,Black/White
A664559,Duke,10/25/2013 16:00,10/25/2013 16:00,6/5/2012,Adoption,,Dog,Intact Male,1 year,1.39086758,Australian Shepherd/Rhod Ridgeback,Black/Red
A419781,Zelda,10/25/2013 16:13,10/25/2013 16:13,12/9/2005,Return to Owner,,Dog,Spayed Female,7 years,7.884042998,Labrador Retriever Mix,Red
A445694,Vegas,10/25/2013 16:31,10/25/2013 16:31,9/5/2004,Adoption,,Dog,Spayed Female,9 years,9.144351218,Boxer/Beagle,White/Brown
A665947,Neko,10/25/2013 16:44,10/25/2013 16:44,10/24/2010,Return to Owner,,Dog,Neutered Male,3 years,3.00738965,Australian Cattle Dog/English Coonhound,Red/White
A665885,Talulah,10/25/2013 16:55,10/25/2013 16:55,12/24/2012,Return to Owner,,Dog,Spayed Female,10 months,0.837547565,Australian Cattle Dog Mix,Tricolor
A663579,Zoey,10/25/2013 17:03,10/25/2013 17:03,1/21/2013,Transfer,Partner,Dog,Spayed Female,9 months,0.760850457,Labrador Retriever/Queensland Heeler,Black/White
A664836,*Heidi,10/25/2013 17:14,10/25/2013 17:14,10/9/2012,Transfer,Partner,Dog,Intact Female,1 year,1.045802892,Boxer/Pit Bull,Chocolate/White
A615008,*Thauti,10/25/2013 17:27,10/25/2013 17:27,9/15/2011,Euthanasia,Aggressive,Dog,Intact Male,2 years,2.114320776,Staffordshire Mix,Tan/White
A664714,*Bruce,10/25/2013 17:28,10/25/2013 17:28,10/8/2009,Euthanasia,Aggressive,Dog,Intact Male,4 years,4.05130898,Pit Bull Mix,Blue/White
A652768,Winne,10/25/2013 17:43,10/25/2013 17:43,4/29/2011,Return to Owner,,Dog,Spayed Female,2 years,2.495173135,Australian Shepherd Mix,Blue Merle
A662805,Hop,10/25/2013 17:55,10/25/2013 17:55,7/25/2013,Adoption,,Cat,Neutered Male,3 months,0.254100076,Domestic Shorthair Mix,Brown Tabby
A665983,Brandy,10/25/2013 17:57,10/25/2013 17:57,10/25/2012,Transfer,Partner,Dog,Intact Female,1 year,1.002049087,Pit Bull Mix,Brown/White
A665977,Gomita,10/25/2013 18:11,10/25/2013 18:11,10/25/2012,Return to Owner,,Dog,Spayed Female,1 year,1.002075723,Vizsla Mix,Tan
A665394,*Juno,10/25/2013 18:31,10/25/2013 18:31,12/17/2012,Adoption,,Cat,Spayed Female,10 months,0.856908295,Domestic Shorthair Mix,Brown Tabby/White
A664663,Ruby,10/25/2013 19:07,10/25/2013 19:07,6/7/2013,Adoption,,Dog,Spayed Female,4 months,0.385743912,Pit Bull Mix,White/Brown
A664075,Maestro,10/26/2013 10:29,10/26/2013 10:29,9/28/2005,Adoption,Foster,Dog,Neutered Male,8 years,8.083388508,Maltese Mix,White
A661878,*Tito,10/26/2013 10:32,10/26/2013 10:32,8/26/2007,Adoption,Foster,Dog,Neutered Male,6 years,6.173805175,Chihuahua Shorthair Mix,Tricolor
A664093,Katrina,10/26/2013 11:00,10/26/2013 11:00,9/29/2008,Transfer,Partner,Dog,Spayed Female,5 years,5.077968037,Rottweiler Mix,Black/Tan
A665453,*Topher,10/26/2013 11:16,10/26/2013 11:16,4/18/2012,Adoption,,Dog,Neutered Male,1 year,1.52457382,German Shepherd/Nova Scotia Duck Tolling Retriever,Tan/Black
A665015,Baby Kitty,10/26/2013 11:22,10/26/2013 11:22,10/12/2005,Transfer,Partner,Cat,Spayed Female,8 years,8.045133181,Domestic Shorthair Mix,Black/White
A665498,Marbles,10/26/2013 11:38,10/26/2013 11:38,10/18/2010,Adoption,,Dog,Spayed Female,3 years,3.02598554,Collie Smooth Mix,Blue Merle/Tan
A666014,,10/26/2013 12:03,10/26/2013 12:03,10/22/2013,Transfer,Partner,Cat,Unknown,4 days,0.012334475,Domestic Shorthair Mix,Black
A666015,,10/26/2013 12:03,10/26/2013 12:03,9/26/2013,Transfer,Partner,Cat,Unknown,4 weeks,0.083567352,Domestic Longhair Mix,Blue Tabby/White
A666013,,10/26/2013 12:03,10/26/2013 12:03,10/22/2013,Transfer,Partner,Cat,Unknown,4 days,0.012334475,Domestic Shorthair Mix,White/Black
A666016,,10/26/2013 12:04,10/26/2013 12:04,9/26/2013,Transfer,Partner,Cat,Unknown,4 weeks,0.083569254,Domestic Longhair Mix,Blue Tabby/White
A663731,Samantha,10/26/2013 12:29,10/26/2013 12:29,9/25/1998,Adoption,Foster,Cat,Spayed Female,15 years,15.09731545,Persian Mix,Black
A294132,Jasper,10/26/2013 12:31,10/26/2013 12:31,1/29/2001,Return to Owner,,Dog,Neutered Male,12 years,12.74937405,Australian Shepherd Mix,Black/Brown
A662554,Red Tex,10/26/2013 12:39,10/26/2013 12:39,8/28/2013,Adoption,,Cat,Intact Male,1 month,0.1630879,Domestic Shorthair Mix,Orange Tabby
A662551,Maya,10/26/2013 12:39,10/26/2013 12:39,8/28/2013,Adoption,,Cat,Intact Female,1 month,0.1630879,Domestic Shorthair Mix,Brown Tabby
A516904,Zuko,10/26/2013 12:41,10/26/2013 12:41,2/14/2008,Return to Owner,,Dog,Neutered Male,5 years,5.702817732,Pit Bull/Labrador Retriever,Chocolate/White
A663621,*Mandy,10/26/2013 13:04,10/26/2013 13:04,9/21/2011,Adoption,,Dog,Spayed Female,2 years,2.100121766,Border Collie Mix,Chocolate/White
A664621,*Magic,10/26/2013 13:18,10/26/2013 13:18,10/6/2012,Adoption,,Dog,Spayed Female,1 year,1.056312785,Australian Cattle Dog/Border Collie,Tricolor
A529881,Elvis,10/26/2013 13:27,10/26/2013 13:27,6/6/2007,Return to Owner,,Dog,Neutered Male,6 years,6.396055936,Pit Bull Mix,White/Black
A659667,,10/26/2013 13:34,10/26/2013 13:34,7/28/2005,Transfer,SCRP,Cat,Neutered Male,8 years,8.253603501,Domestic Longhair Mix,Blue/White
A660357,Phoebe,10/26/2013 13:43,10/26/2013 13:43,6/22/2013,Adoption,Foster,Cat,Spayed Female,4 months,0.346771309,Domestic Shorthair Mix,Brown Tabby
A665283,*Rosie,10/26/2013 14:19,10/26/2013 14:19,7/31/2013,Adoption,,Cat,Spayed Female,2 months,0.239990487,Domestic Shorthair Mix,Torbie
A664513,*Sarah,10/26/2013 14:38,10/26/2013 14:38,7/1/2013,Adoption,,Cat,Spayed Female,3 months,0.322218417,Domestic Shorthair Mix,Tortie
A665982,Minnie,10/26/2013 14:43,10/26/2013 14:43,10/25/2008,Return to Owner,,Dog,Spayed Female,5 years,5.007159437,Chihuahua Shorthair/Cardigan Welsh Corgi,White/Tan
A657967,*Eva,10/26/2013 15:17,10/26/2013 15:17,1/4/2012,Adoption,,Dog,Spayed Female,1 year,1.812703577,Pit Bull Mix,White/Blue Merle
A665914,,10/26/2013 15:46,10/26/2013 15:46,10/24/2012,Transfer,SCRP,Cat,Intact Female,1 year,1.0072793,Domestic Shorthair Mix,Calico
A665895,,10/26/2013 15:46,10/26/2013 15:46,6/24/2013,Transfer,SCRP,Cat,Unknown,4 months,0.341525875,Domestic Shorthair Mix,Black
A665892,,10/26/2013 15:48,10/26/2013 15:48,1/24/2013,Transfer,SCRP,Cat,Intact Female,9 months,0.755228311,Domestic Shorthair Mix,Brown Tabby/White
A665760,,10/26/2013 15:54,10/26/2013 15:54,5/22/2013,Return to Owner,,Cat,Neutered Male,5 months,0.431952055,Domestic Shorthair Mix,Orange Tabby/White
A652357,*Portia,10/26/2013 16:23,10/26/2013 16:23,4/23/2012,Adoption,,Dog,Spayed Female,1 year,1.511459285,Black Mouth Cur/Boxer,Tan
A666083,,10/26/2013 16:41,10/26/2013 16:41,9/26/2013,Euthanasia,Suffering,Cat,Intact Male,4 weeks,0.084096271,Domestic Shorthair Mix,Orange Tabby
A666040,,10/26/2013 17:03,10/26/2013 17:03,9/26/2013,Transfer,Partner,Dog,Intact Female,4 weeks,0.084138128,Rottweiler Mix,Black/Tan
A665757,,10/26/2013 17:20,10/26/2013 17:20,10/22/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.012937595,Dachshund/Beagle,Red/White
A574020,Petey,10/26/2013 17:27,10/26/2013 17:27,5/19/2005,Adoption,,Dog,Neutered Male,8 years,8.445827626,Smooth Fox Terrier Mix,Tricolor
A563563,Copper,10/26/2013 17:41,10/26/2013 17:41,12/26/2007,Return to Owner,,Dog,Neutered Male,5 years,5.84037481,Bullmastiff Mix,Brown Brindle/White
A665750,Levi,10/26/2013 18:04,10/26/2013 18:04,8/7/2013,Adoption,,Dog,Intact Male,2 months,0.221240487,Anatol Shepherd Mix,Red/White
A665742,Maggie,10/26/2013 18:05,10/26/2013 18:05,5/23/2012,Adoption,,Dog,Spayed Female,1 year,1.429461568,Dachshund/Chihuahua Shorthair,White/Red
A665763,,10/26/2013 18:32,10/26/2013 18:32,6/22/2013,Adoption,,Dog,Neutered Male,4 months,0.347321157,Cairn Terrier Mix,Tan/White
A665743,Max,10/26/2013 18:38,10/26/2013 18:38,12/22/2012,Adoption,,Dog,Neutered Male,10 months,0.845962709,Jack Russell Terrier/Chihuahua Shorthair,White/Brown
A666101,,10/26/2013 18:45,10/26/2013 18:45,10/26/2013,Euthanasia,,Other,Unknown,0 years,0.002140411,Squirrel Mix,Gray/Brown
A607074,Nala,10/27/2013 9:27,10/27/2013 9:27,5/23/2011,Euthanasia,Aggressive,Dog,Spayed Female,2 years,2.433955479,Pointer/Pit Bull,White/Brown
A662755,*Ranger,10/27/2013 11:26,10/27/2013 11:26,8/8/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.220483257,Domestic Shorthair Mix,Brown Tabby
A662757,*Scout,10/27/2013 11:26,10/27/2013 11:26,8/8/2013,Adoption,Foster,Cat,Spayed Female,2 months,0.220483257,Domestic Shorthair Mix,Brown Tabby
A662756,*Trooper,10/27/2013 11:26,10/27/2013 11:26,8/8/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.220483257,Domestic Shorthair Mix,Brown Tabby
A662687,*Einstein,10/27/2013 11:41,10/27/2013 11:41,8/7/2013,Adoption,,Cat,Neutered Male,2 months,0.223251522,Siamese Mix,Blue Point/White
A663550,Gus,10/27/2013 11:45,10/27/2013 11:45,7/11/2013,Adoption,,Cat,Neutered Male,3 months,0.297231735,Domestic Shorthair Mix,Cream Tabby
A665479,Tesla,10/27/2013 12:15,10/27/2013 12:15,12/18/2012,Adoption,,Dog,Spayed Female,10 months,0.858932648,Labrador Retriever Mix,Black
A612451,Waffles,10/27/2013 12:29,10/27/2013 12:29,8/1/2011,Return to Owner,,Dog,Neutered Male,2 years,2.242520928,Cairn Terrier Mix,Tan
A664798,Angel,10/27/2013 12:37,10/27/2013 12:37,10/9/2012,Return to Owner,,Dog,Spayed Female,1 year,1.050755327,Redbone Hound Mix,Red/Black
A665489,Nina,10/27/2013 12:43,10/27/2013 12:43,7/18/2013,Adoption,,Dog,Spayed Female,3 months,0.278164003,Queensland Heeler Mix,Blue Merle
A665414,Cactus,10/27/2013 12:51,10/27/2013 12:51,12/23/2012,Adoption,,Dog,Neutered Male,10 months,0.845302511,Australian Cattle Dog/German Shepherd,Blue Merle/Brown
A665560,Bud,10/27/2013 13:15,10/27/2013 13:15,10/19/2012,Adoption,,Dog,Neutered Male,1 year,1.023430365,Chihuahua Shorthair Mix,Red/White
A665694,,10/27/2013 13:20,10/27/2013 13:20,8/21/2013,Transfer,Partner,Dog,Intact Male,2 months,0.185083714,German Shepherd Mix,Black/Tan
A574932,Capone,10/27/2013 13:35,10/27/2013 13:35,8/28/2009,Return to Owner,,Cat,Neutered Male,4 years,4.168673896,Domestic Shorthair,Brown Tabby
A652325,*Tony,10/27/2013 13:54,10/27/2013 13:54,4/23/2011,Adoption,,Dog,Neutered Male,2 years,2.516655251,Pit Bull Mix,Red/White
A658288,,10/27/2013 14:24,10/27/2013 14:24,7/8/2013,Died,In Foster,Cat,Intact Male,3 months,0.305753425,Domestic Shorthair,Blue
A658289,,10/27/2013 14:25,10/27/2013 14:25,7/8/2013,Died,In Foster,Cat,Intact Female,3 months,0.305755327,Domestic Shorthair,Blue
A665689,,10/27/2013 14:37,10/27/2013 14:37,10/21/2008,Euthanasia,Suffering,Cat,Intact Female,5 years,5.020846651,Domestic Longhair,Blue Tabby
A662806,Meatball,10/27/2013 14:40,10/27/2013 14:40,7/25/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.259208524,Domestic Shorthair Mix,Brown Tabby
A665182,Lorelei,10/27/2013 14:42,10/27/2013 14:42,10/14/2010,Transfer,Partner,Cat,Spayed Female,3 years,3.040034247,Maine Coon Mix,Torbie/White
A665894,*Freddie,10/27/2013 14:43,10/27/2013 14:43,5/9/2013,Transfer,Partner,Cat,Neutered Male,5 months,0.470173135,Domestic Shorthair Mix,Cream Tabby
A665969,,10/27/2013 14:43,10/27/2013 14:43,10/25/2011,Transfer,SCRP,Cat,Unknown,2 years,2.009899163,Domestic Shorthair Mix,Black
A665893,Joey,10/27/2013 14:43,10/27/2013 14:43,5/9/2013,Transfer,Partner,Cat,Neutered Male,5 months,0.470173135,Domestic Shorthair Mix,Orange Tabby
A665181,Sasha,10/27/2013 14:43,10/27/2013 14:43,10/14/2010,Transfer,Partner,Cat,Spayed Female,3 years,3.040036149,Maine Coon Mix,Torbie/White
A663602,*Molly,10/27/2013 14:44,10/27/2013 14:44,9/21/2011,Transfer,SCRP,Cat,Spayed Female,2 years,2.10305175,Domestic Shorthair Mix,Brown Tabby
A655933,Gracie Belle,10/27/2013 14:44,10/27/2013 14:44,6/7/2011,Transfer,Partner,Cat,Spayed Female,2 years,2.393462709,Domestic Shorthair Mix,Black
A665971,,10/27/2013 14:44,10/27/2013 14:44,4/25/2013,Transfer,SCRP,Cat,Unknown,6 months,0.508531202,Domestic Shorthair Mix,Brown Tabby
A665307,*Johnny,10/27/2013 14:45,10/27/2013 14:45,6/16/2013,Transfer,Partner,Cat,Neutered Male,4 months,0.366067352,Domestic Shorthair Mix,Brown Tabby/White
A662549,*Natalie,10/27/2013 14:45,10/27/2013 14:45,9/4/2012,Transfer,Partner,Cat,Spayed Female,1 year,1.146889269,Domestic Shorthair Mix,Torbie
A665965,Kitty,10/27/2013 14:45,10/27/2013 14:45,5/25/2013,Transfer,Partner,Cat,Neutered Male,5 months,0.426341324,Domestic Shorthair Mix,Brown Tabby
A665030,*Red,10/27/2013 14:45,10/27/2013 14:45,10/12/2010,Transfer,Partner,Cat,Neutered Male,3 years,3.045519406,Domestic Shorthair Mix,Orange Tabby/White
